Bimm,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
C,"William NylanderPlayer NoteTOR - C,RW 
7:00 pm vs OTT",,,OTT,–,,98%,13,-,3,-,-,-,-,-,-,-
C,"Nico HischierNo new player NotesNJ - C 
2nd 5:00, 1-0 @ STL",,,@STL,0,,88%,56,-,1,0,0,0,0,0,0,0
LW,"Jake NeighboursNo new player NotesSTL - LW,RW
2nd 5:00, 0-1 vs NJ",,,NJ,-1,,8%,271,-,,0,0,-1,0,0,0,0
LW,"Pierre-Luc DuboisNew Player NoteWSH - C,LW 
7:00 pm @ MTL",,,@MTL,–,,36%,159,-,2,-,-,-,-,-,-,-
RW,"Pavel DorofeyevPlayer NoteVGK - LW,RW",,,,–,,84%,100,-,,-,-,-,-,-,-,-
RW,Mark StonePlayer NoteVGK - RW,,,,–,,88%,181,-,,-,-,-,-,-,-,-
D,"Thomas HarleyPlayer NoteDAL - D
8:00 pm vs NSH",,,NSH,–,,84%,82,-,,-,-,-,-,-,-,-
D,Brock FaberNo new player NotesMIN - D,,,,–,,89%,94,-,,-,-,-,-,-,-,-
D,Shea TheodorePlayer NoteVGK - D ,,,,–,,89%,183,-,2,-,-,-,-,-,-,-
D,"Drew DoughtyONew Player NoteLA - D
7:00 pm vs CGY",,,CGY,–,,33%,232,-,,-,-,-,-,-,-,-
Util,Anton LundellPlayer NoteFLA - C,,,,–,,42%,287,-,,-,-,-,-,-,-,-
BN,"Tomas HertlNew Player NoteVGK - C,LW",,,,–,,91%,76,-,,-,-,-,-,-,-,-
BN,Ivan BarbashevPlayer NoteVGK - LW,,,,–,,37%,195,-,,-,-,-,-,-,-,-
BN,Jackson LaCombeNo new player NotesANA - D,,,,–,,91%,89,-,,-,-,-,-,-,-,-
IR+,"Brad MarchandPlayer NoteFLA - LW,RW",,,,–,,89%,126,-,,-,-,-,-,-,-,-
,,,,,Fantasy,,,Rankings,,,Goaltending,,,,,,
Pos,Goaltenders,Action,,Opp,Fan Pts,% Start,% Ros,Pre-Season,Current,Salary,W,GA,SV,SHO,,,
G,Jesper WallstedtNew Player NoteMIN - G,,,,–,,60%,97,-,,-,-,-,-,,,
G,"Jacob MarkstromNew Player NoteNJ - G 
2nd 5:00, 1-0 @ STL",,,@STL,3.2,,64%,514,-,1,0,0,16,0,,,
BN,Sergei BobrovskyPlayer NoteFLA - G ,,,,–,,94%,43,-,1,-,-,-,-,,,
